state,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
MO,435146,2.45,29.59,66.78,1.2,3.91,12.71,27.17,12.5,11.44,433511,99.63,26713,77.98,0.9,36.73,25.43,7.86,14.5,32969,13799,16367,8487,10538,11264,8573.0,9109,65381,15.32,6.95,21.2,22.05,7.23,62.88,13.7,24.16,13.64,26.54,13.42,33.59,16.8,15.22,3.08,61.2,56.13,68.81,64.36,66.35,74.0,23818,7.41,12387,14.52,19.83,27.2,36.07,0.41,0.56,0.77,1.03,93.49,0.99,5.78,3.59,2.4,2.61,2.12,61.99,3.19,52.33,2,24182,88.02,56.93,7.5,36.56,1956,4.85,0.51,37000,56100,79800,42800,233,324,415,182,404,25.0,18.4,12.7,597,96,2.85,59.15,51.94,80.71,87.8,1148.0,257.66,1045.0,234.54,632072.0,141863.59,550.6,257.7,82.1,84.49,12.89,2.26,0.17,15.33,44.0,7.0,72.1,322.7,1348.3,5.78,449.0,100274208.0,91.03,10.0,3.83,225057.7,2460.11
NY,188082,2.61,14.11,76.21,3.0,16.74,12.05,25.74,12.25,14.86,188082,100.0,36376,74.73,0.36,42.98,31.43,9.15,17.73,43305,17484,19441,11008,8216,18296,8123.0,9240,20436,11.03,11.2,26.45,21.91,6.48,58.85,12.21,28.52,10.79,28.99,7.24,35.15,10.87,9.21,3.17,66.68,61.72,73.65,68.22,47.05,58.15,8463,6.18,38067,12.27,20.52,30.43,36.44,2.48,4.15,6.16,7.38,69.48,5.82,6.69,4.6,2.57,2.76,2.42,46.77,6.85,63.64,2,3461,95.42,43.54,3.15,43.72,1952,5.54,0.72,183600,228100,282100,98500,357,482,625,268,522,25.4,22.9,15.1,253,10,20.24,66.8,67.23,84.48,93.31,524.0,286.09,454.0,247.88,107811.0,58862.9,205.7,286.1,83.65,92.56,5.15,2.1,0.19,7.44,31.0,10.0,189.9,18.7,10040.9,23.23,200.0,43099132.0,86.64,5.0,5.92,235313.8,737.62
FL,61492,2.34,2.9,94.38,1.9,5.59,11.1,21.72,11.1,18.96,61491,100.0,42314,71.55,0.71,60.39,33.74,2.24,18.19,53544,28307,29325,7939,7633,14114,17415.0,15372,3282,5.51,3.65,11.56,34.86,3.29,58.08,8.0,23.72,4.89,37.49,8.39,27.41,10.7,9.6,2.78,81.02,79.93,91.36,83.84,52.43,62.4,417,0.98,8195,16.4,27.46,36.28,43.34,2.19,3.66,4.83,5.78,84.43,2.4,2.36,1.55,2.27,2.35,2.03,77.13,1.93,54.26,2,6746,79.58,74.47,0.58,22.37,1974,0.74,0.09,118900,165300,277000,158100,480,581,692,212,656,28.3,24.3,12.1,0,0,13.33,14.83,45.32,65.31,76.26,124.0,183.88,115.0,170.53,71004.0,105290.9,572.6,183.9,97.2,87.1,4.84,6.45,1.61,12.1,8.0,7.0,35.5,28.2,2183.4,0.56,99.0,10177667.0,92.74,10.0,6.45,150923.3,360.34
CA,782248,3.13,4.7,62.8,19.54,26.64,14.34,30.37,14.46,6.56,782225,100.0,46206,86.8,0.59,42.18,15.98,8.94,11.92,50281,16905,19496,14239,13613,14066,9232.0,10007,71676,9.31,10.84,22.84,25.33,5.54,68.79,31.29,17.88,12.77,28.7,9.68,37.23,13.66,11.64,3.5,74.89,68.69,83.8,77.23,59.45,66.95,20538,3.89,207041,18.12,28.53,41.16,55.16,4.8,7.55,10.89,14.6,61.46,9.11,12.42,9.31,3.08,3.08,3.08,61.33,14.88,46.64,3,9147,96.47,61.29,2.07,18.74,1970,1.55,0.48,205800,259100,325900,120100,554,692,888,334,755,28.9,25.6,11.9,917,145,26.47,46.54,45.6,80.84,87.8,387.0,47.03,208.0,25.28,222987.0,27099.5,576.2,47.0,86.31,75.71,3.36,17.57,2.58,18.86,6.0,13.0,386.3,177.4,4408.8,3.58,96.0,30479496.0,53.75,10.0,1.55,37041.6,646.17
SC,43467,2.6,45.63,53.11,0.91,0.78,16.06,28.38,15.86,13.9,43467,100.0,22423,72.68,0.56,30.21,30.57,12.23,14.93,29304,12142,16668,6880,10731,10761,8595.0,10098,8946,21.79,14.51,34.09,23.43,6.9,56.69,26.46,25.81,22.01,26.08,12.81,35.33,15.54,14.35,3.11,52.37,45.59,53.81,49.56,64.81,72.6,4001,11.18,1029,21.28,25.95,30.42,39.07,0.5,0.61,0.72,0.92,95.89,0.68,5.94,3.86,2.45,2.51,2.4,49.38,3.89,51.94,2,1238,93.1,48.22,5.33,37.88,1962,10.32,0.76,37700,58300,83800,46100,149,257,346,197,341,25.7,19.7,12.7,120,5,2.37,74.55,52.4,83.84,89.8,120.0,261.82,112.0,244.37,89884.0,196112.0,749.0,261.8,66.44,86.67,13.33,0.0,0.0,13.33,29.0,9.0,149.5,18.7,2319.0,2.39,46.0,5383915.0,93.33,0.0,24.17,117468.1,3414.57
NC,395934,2.49,31.78,65.61,1.82,1.41,13.02,28.82,13.38,8.89,396003,100.0,31873,84.82,0.51,37.52,19.77,5.19,10.93,38553,16793,20639,9286,10462,12525,9673.0,14363,42312,10.83,6.02,19.02,28.35,4.16,70.05,14.3,20.58,13.19,28.73,11.21,33.07,15.05,13.26,3.05,67.14,62.84,77.44,68.57,64.88,72.7,18018,6.75,15119,20.9,31.52,43.48,51.66,0.8,1.2,1.66,1.97,93.7,1.09,4.26,2.8,2.45,2.62,2.25,58.65,3.33,48.98,3,11439,93.29,54.98,3.16,25.91,1970,4.28,0.4,59600,81300,121300,61700,277,377,467,190,462,24.3,20.1,12.6,534,104,3.82,54.84,45.81,75.14,81.25,160.0,29.4,147.0,27.01,24089.0,4426.9,150.6,29.4,78.89,86.25,11.88,1.88,0.0,13.75,11.0,9.0,21.4,180.5,2193.2,4.44,152.0,9000000.0,91.88,0.0,6.88,16539.7,1787.2
TN,152466,2.45,33.67,64.97,0.97,0.64,13.77,26.7,13.56,13.57,152488,100.0,22197,72.7,0.52,30.1,29.87,9.76,14.79,27487,12332,15070,7144,10194,11128,6065.0,12923,26803,18.18,12.71,31.04,18.24,6.9,56.09,18.02,23.37,17.19,24.71,13.36,30.6,16.68,15.18,2.99,59.57,52.66,65.52,61.86,60.61,66.87,8607,7.21,2574,18.3,23.39,34.42,43.28,0.31,0.39,0.58,0.73,96.49,0.45,4.27,2.78,2.37,2.52,2.19,57.71,2.85,56.42,2,7424,89.33,54.23,4.3,34.47,1961,7.15,0.37,37600,54100,75800,38200,177,271,361,184,360,25.7,19.5,13.7,150,2,1.69,63.33,53.12,84.4,88.15,371.0,239.91,323.0,208.87,148000.0,95705.5,398.9,239.9,82.49,82.48,16.71,0.54,0.27,17.52,26.0,8.0,61.5,122.7,1242.6,3.06,464.0,22161038.0,87.06,0.0,7.01,143306.41,1960.67
LA,496938,2.64,61.92,34.92,1.95,3.47,15.53,28.67,14.45,11.67,496738,99.96,18477,68.84,0.5,27.96,27.99,14.8,13.75,22182,11372,20185,6539,11734,7265,11496.0,11483,152042,31.63,13.24,31.86,22.44,12.41,50.77,6.84,32.14,11.23,30.59,12.78,41.89,17.04,15.11,3.3,46.17,39.52,51.36,45.79,59.03,64.79,51490,13.04,20784,13.94,20.16,29.65,39.87,0.58,0.84,1.24,1.67,92.16,1.36,8.72,5.51,2.55,2.67,2.45,45.81,7.91,62.37,2,37338,83.45,43.71,17.54,52.46,1951,7.98,0.92,51400,69600,96500,45100,187,277,364,177,379,31.2,23.2,14.2,783,109,4.18,77.39,54.71,87.3,92.49,1397.0,284.16,1142.0,232.29,470853.0,95776.0,337.0,284.2,75.0,59.91,39.37,0.57,0.14,39.73,71.0,10.0,210.4,187.2,2655.3,17.06,800.0,75986080.0,81.75,5.0,5.08,154562.91,2038.98
CA,60738,3.11,0.64,26.75,57.46,31.33,13.89,28.54,14.13,12.85,60738,100.0,32605,76.31,0.52,41.65,24.57,13.8,12.88,36808,13290,15751,14779,13697,13110,9441.0,11188,9900,16.42,16.24,30.03,22.41,6.15,55.44,15.74,22.46,12.57,28.22,6.1,36.87,9.75,8.0,3.49,74.34,68.82,82.73,78.04,54.93,57.29,1309,2.78,31477,19.88,29.76,41.75,56.35,10.3,15.42,21.64,29.2,26.97,22.32,11.86,9.33,3.1,3.02,3.19,53.58,23.41,57.48,2,793,96.09,54.93,1.39,16.39,1962,1.5,1.0,177900,238800,304200,126300,492,606,702,210,661,31.8,23.3,11.7,0,0,51.82,35.79,50.94,79.75,82.46,70.0,120.25,69.0,118.53,24000.0,41228.6,342.9,120.3,77.29,47.14,2.86,31.43,18.57,52.86,4.0,8.0,142.9,7.9,7676.7,4.88,28.0,6941698.0,98.57,5.0,5.71,119248.6,893.29
CA,91444,2.77,3.36,72.53,8.83,32.34,14.0,28.25,13.72,12.31,91444,100.0,36991,79.76,0.41,38.18,24.79,6.74,15.61,41897,16696,18362,11938,16316,14022,11107.0,12071,7189,8.05,8.96,23.71,16.32,5.43,62.73,22.64,18.39,14.51,24.23,10.96,31.84,14.42,12.74,3.19,72.32,66.63,79.7,75.27,60.97,66.87,2320,3.62,23712,12.45,20.55,29.84,39.65,3.23,5.33,7.74,10.28,62.0,7.97,7.56,5.45,2.71,2.88,2.52,55.8,11.93,60.01,2,1289,96.24,52.48,2.95,16.83,1958,2.17,0.41,182100,231600,295200,113100,519,602,706,187,649,26.8,23.7,11.3,0,3,25.93,47.23,49.24,87.87,91.74,105.0,104.59,94.0,93.63,31285.0,31163.2,298.0,104.6,85.86,84.76,0.0,12.38,0.95,13.33,6.0,8.0,356.0,12.9,7097.5,1.8,50.0,11173891.0,89.52,5.0,5.71,111303.7,514.99
AL,196278,2.6,38.93,59.62,1.01,1.02,15.09,27.92,13.99,12.37,196278,100.0,22446,74.09,0.48,31.78,29.3,8.39,15.71,28220,12509,16502,6572,9736,7737,8026.0,10338,42838,22.43,9.0,25.16,21.42,9.13,55.14,12.85,29.01,12.65,28.76,11.13,32.54,15.49,13.52,3.15,61.16,55.21,66.09,60.95,62.67,68.03,12382,7.64,4113,23.56,32.48,40.02,45.51,0.49,0.68,0.84,0.95,95.87,0.55,5.66,3.85,2.53,2.67,2.34,61.3,3.91,42.61,3,7375,91.09,58.07,6.83,44.15,1963,6.34,0.43,38800,55400,80700,41900,162,248,315,153,332,26.5,19.0,13.0,206,16,2.1,71.34,53.73,86.06,89.27,365.0,177.07,309.0,149.9,134308.0,65154.4,368.0,177.1,79.35,80.0,19.73,0.0,0.0,19.73,18.0,13.0,490.6,122.3,1605.1,1.59,226.0,10837749.0,84.66,10.0,4.93,52575.2,1076.95
AL,42523,2.43,28.18,70.81,0.74,0.39,13.85,24.64,12.79,18.57,42523,100.0,19187,64.96,0.33,27.14,41.01,10.34,20.11,23707,10772,12356,6739,6245,16298,5239.0,4455,8502,20.44,16.03,38.49,10.7,8.36,47.01,26.59,21.54,25.08,19.39,11.62,26.13,13.77,12.82,2.98,63.64,56.55,69.14,69.71,56.61,63.96,1737,4.43,590,48.81,53.56,62.54,65.76,0.68,0.74,0.87,0.91,96.85,0.73,4.37,2.95,2.38,2.42,2.3,65.98,2.11,47.56,3,1634,91.47,64.83,2.94,51.1,1953,8.06,0.61,24600,36300,55600,31000,115,181,250,135,270,24.4,17.7,13.3,8,0,1.39,83.45,58.53,88.83,93.26,99.0,210.97,74.0,157.7,60144.0,128170.5,607.5,211.0,83.05,82.83,11.11,1.01,4.04,16.16,4.0,10.0,223.2,36.8,1154.8,0.11,76.0,4202321.0,74.75,5.0,4.04,89554.0,2186.47
SC,98052,2.89,43.69,53.67,1.43,1.98,21.95,39.87,25.32,10.63,95829,97.73,23216,77.19,0.69,35.73,25.93,7.38,15.65,28488,12210,16711,6926,12743,6976,6988.0,8261,16652,21.17,9.23,23.98,31.66,5.87,59.96,7.18,34.51,9.18,33.66,11.07,48.49,13.34,12.24,3.04,56.43,48.91,68.48,56.73,70.7,73.6,5494,9.55,3213,29.75,42.42,53.13,58.26,0.97,1.39,1.74,1.91,93.65,0.69,5.32,3.02,2.31,2.36,2.28,45.91,4.37,57.72,2,3009,91.85,45.02,3.86,32.8,1958,7.49,0.4,51300,72600,106800,55500,205,302,398,193,392,27.8,20.6,12.1,197,38,3.28,61.53,39.07,63.29,77.97,261.0,249.86,212.0,202.95,182500.0,174713.0,699.2,249.9,42.15,41.0,0.77,0.38,0.0,1.15,48.0,3.0,67.1,121.4,808.0,4.77,250.0,14508612.0,81.23,5.0,18.39,138895.5,2109.96
CT,65585,2.72,6.57,86.75,3.94,7.69,13.01,28.95,13.89,10.16,65585,100.0,43832,83.63,0.4,49.41,23.55,3.98,14.1,51144,19300,20370,13148,15530,12004,9045.0,10780,3599,5.76,10.08,23.53,26.92,5.4,67.83,26.36,21.14,13.42,30.5,8.75,34.16,11.04,9.92,3.16,78.27,74.79,86.0,84.1,60.18,69.09,1272,2.97,9838,17.87,30.54,38.32,48.44,2.68,4.58,5.75,7.27,79.61,4.76,5.28,3.68,2.6,2.74,2.39,63.38,4.06,49.73,3,1856,92.85,60.09,1.19,37.28,1964,2.26,0.66,156600,190300,238800,82200,425,589,729,304,693,26.5,24.0,14.5,65,41,15.0,43.88,52.6,76.88,79.44,135.0,208.74,105.0,162.35,106698.0,164975.59,790.4,208.7,74.59,68.51,3.87,2.21,0.0,5.52,28.0,10.0,161.9,43.6,1502.8,2.4,54.0,13416895.0,77.78,0.0,20.74,207451.0,265.95
OH,632270,2.46,22.57,74.4,2.37,1.07,15.17,34.21,17.87,8.22,632270,100.0,26630,81.45,0.46,36.85,19.09,9.43,13.56,32867,13143,14517,9008,10278,10564,7081.0,10623,105494,17.26,5.66,21.31,24.57,5.91,65.59,11.59,25.92,12.16,28.97,11.77,40.01,15.89,13.93,3.05,63.29,58.94,71.71,63.87,61.47,68.48,29141,7.23,23453,24.77,37.21,47.69,54.78,0.92,1.38,1.77,2.03,93.74,0.9,4.82,2.94,2.38,2.63,2.17,51.34,2.34,53.74,2,21040,92.42,46.57,6.7,30.6,1965,4.62,0.4,48700,66000,89900,41200,268,348,434,166,422,25.0,19.6,12.3,574,5,3.71,69.22,42.29,77.06,89.34,1381.0,216.21,1371.0,214.65,1231832.0,192856.8,892.0,216.2,88.74,85.66,14.34,0.0,0.0,14.34,41.0,15.0,194.3,196.1,3224.5,4.72,637.0,83317896.0,99.28,5.0,2.97,130443.3,1118.78
MA,51418,2.63,2.01,94.86,0.84,5.28,12.13,27.84,12.58,12.17,51418,100.0,36945,78.24,0.51,38.8,26.22,8.39,14.7,43209,15464,15708,12242,16019,15335,7942.0,7566,4418,8.83,8.5,21.96,21.02,7.13,63.41,27.07,23.43,13.02,28.97,8.88,31.99,11.96,10.52,3.1,72.16,69.39,76.0,73.44,65.25,72.1,1406,3.86,2950,13.05,17.8,22.47,26.64,0.75,1.02,1.29,1.53,88.46,1.47,4.35,3.02,2.55,2.73,2.3,62.72,1.89,54.02,2,1746,91.81,58.64,3.67,34.82,1939,3.73,0.39,115100,140100,167100,52000,361,504,611,250,586,27.4,24.5,14.0,44,1,5.74,76.79,53.96,83.89,90.38,91.0,170.89,74.0,138.96,47988.0,90116.6,527.3,170.9,99.82,93.41,2.2,4.4,0.0,6.59,4.0,10.0,61.5,34.5,1489.1,2.57,21.0,4951364.0,81.32,0.0,4.4,92981.6,572.76
CA,142216,3.62,5.25,58.66,8.58,54.37,16.52,31.94,15.84,7.12,142192,100.0,37174,84.72,0.86,33.28,19.59,11.02,17.99,38700,12096,14187,12582,11034,12454,7302.0,7752,17608,12.52,23.66,38.66,13.01,6.71,66.44,16.82,16.34,17.74,18.25,8.76,34.79,12.93,10.79,3.92,74.37,65.81,82.96,77.2,61.96,68.04,5391,4.93,44636,17.45,26.18,34.85,43.87,5.48,8.22,10.94,13.77,48.19,18.11,20.74,16.48,3.56,3.48,3.65,52.55,25.0,54.2,2,1945,95.28,53.74,0.21,10.18,1969,2.72,0.62,175700,204600,250000,74300,506,634,769,263,686,28.5,25.0,11.1,309,30,31.39,43.6,47.7,80.72,88.46,145.0,98.91,137.0,93.45,168813.0,115155.3,1164.2,98.9,82.11,74.48,4.83,15.86,2.76,23.45,6.0,9.0,200.6,25.3,5616.7,1.07,74.0,14416047.0,94.48,10.0,4.14,98338.6,984.34
MA,95802,2.43,13.5,75.28,8.44,6.79,16.46,37.35,21.42,9.16,95802,100.0,33140,80.86,0.71,52.67,17.64,6.43,10.2,39990,19879,22936,10552,12483,11408,8129.0,10499,8794,10.7,7.09,15.65,54.17,5.15,64.75,9.69,51.36,6.03,46.98,7.59,57.0,11.31,9.51,2.9,63.59,60.94,78.17,61.21,62.62,71.3,2504,5.54,21350,25.41,35.92,47.21,55.56,5.66,8.01,10.52,12.38,73.84,4.21,4.33,2.06,2.08,2.27,1.99,33.22,4.15,72.41,2,2574,93.87,30.35,3.65,38.54,1939,1.53,0.41,184000,263800,440800,256800,319,483,689,370,538,24.3,21.3,13.8,252,33,22.29,39.59,42.92,62.42,69.9,271.0,288.76,231.0,246.14,101658.0,108319.7,375.1,288.8,89.52,82.29,16.97,0.74,0.0,17.71,11.0,9.0,135.3,6.7,14370.9,24.42,48.0,18152850.0,85.24,5.0,4.06,193424.09,985.62
CT,75491,2.5,7.58,81.61,1.79,16.27,13.43,30.11,15.54,15.26,75491,100.0,30121,74.42,0.37,43.44,31.61,9.08,21.2,35711,14715,16016,10826,27465,12313,6298.0,7224,9289,12.8,15.44,35.25,16.67,7.84,60.21,22.94,21.22,17.58,22.55,9.17,39.17,12.33,10.84,3.01,61.37,56.8,70.46,60.88,59.38,67.98,3152,5.99,12444,12.83,21.27,27.53,33.93,2.11,3.51,4.54,5.59,63.18,7.68,4.49,2.84,2.4,2.5,2.33,44.91,4.15,61.41,2,2165,93.3,43.11,2.73,30.81,1951,5.34,0.45,117100,139200,164800,47700,298,427,530,232,512,24.8,24.4,14.9,62,10,16.48,55.48,51.71,82.73,87.94,142.0,203.19,119.0,170.27,39512.0,56537.0,278.3,203.2,87.95,93.66,3.52,2.82,0.0,6.34,10.0,8.0,147.2,13.8,5462.9,3.0,44.0,9420000.0,83.8,0.0,7.04,134789.0,728.32
MD,736014,2.66,59.21,39.1,1.08,1.03,13.23,27.66,13.55,12.39,736014,100.0,24045,73.02,0.28,27.35,28.9,16.45,16.78,28217,11994,16563,8991,7988,12820,10011.0,12075,156284,21.87,14.81,39.35,15.47,9.16,55.11,12.27,28.59,15.66,23.37,14.08,43.68,16.97,15.65,3.24,43.59,35.52,49.34,46.07,59.06,67.18,88370,15.29,23467,16.78,23.79,32.26,38.03,0.53,0.76,1.03,1.21,93.54,0.9,9.11,5.78,2.59,2.68,2.5,50.33,4.59,47.1,3,27222,91.04,48.62,16.56,48.96,1945,7.8,0.79,39900,54700,72300,32400,226,321,402,176,413,27.3,19.4,13.7,1144,387,3.19,72.02,57.99,87.23,93.3,2861.0,401.71,2547.0,357.62,1441279.0,202367.41,503.8,401.7,66.43,72.28,26.46,0.52,0.35,27.33,100.0,10.0,69.9,83.7,8791.5,22.19,605.0,167857600.0,89.02,0.0,3.5,235685.91,3081.26
TX,84021,3.37,0.34,70.94,0.69,76.97,18.82,30.81,15.39,9.52,84021,100.0,22068,75.66,1.64,28.16,24.3,13.98,9.36,23809,9814,11513,12965,7057,9289,5451.0,6752,27236,32.75,31.0,42.14,19.07,10.26,53.28,10.23,24.08,11.69,29.36,6.58,31.1,11.31,9.11,3.8,75.16,69.25,84.2,76.89,53.11,58.94,2222,3.0,22212,15.51,22.39,28.77,40.48,4.1,5.92,7.61,10.7,24.91,18.51,16.21,13.02,3.34,3.45,3.17,62.3,19.57,54.53,2,3692,87.09,60.29,3.3,18.26,1976,9.58,1.37,38300,56300,79800,41500,207,283,365,158,340,25.3,20.1,12.8,48,3,26.44,55.36,54.17,81.6,88.48,162.0,166.85,150.0,154.49,44214.0,45537.8,272.9,166.9,89.93,12.96,0.0,87.04,0.0,87.04,0.0,5.0,182.1,33.6,2501.5,0.55,87.0,7899645.0,92.59,10.0,0.0,81361.6,739.5
NJ,45061,2.44,4.3,89.06,5.0,5.13,10.59,24.97,11.61,16.34,45061,100.0,39822,77.19,0.32,56.06,32.8,3.67,19.61,50419,18722,19056,13728,11575,18295,14856.0,13579,2549,5.72,8.61,22.13,25.36,5.57,63.87,18.39,25.41,9.28,29.97,6.73,33.58,9.51,8.24,3.07,80.71,78.64,91.64,77.13,57.11,67.42,403,1.36,5915,14.81,23.4,31.26,39.85,1.94,3.07,4.1,5.23,81.07,2.28,4.32,2.78,2.42,2.81,1.94,63.7,1.98,56.8,2,838,95.66,54.82,0.95,43.44,1941,0.72,0.32,147800,172500,199600,51800,427,541,661,234,600,24.3,24.0,16.3,0,1,13.13,67.79,65.19,84.28,91.32,105.0,229.57,94.0,205.52,47500.0,103854.6,452.4,229.6,92.87,96.19,2.86,0.95,0.0,3.81,0.0,8.0,52.4,5.5,8173.9,9.85,30.0,5328698.0,89.52,0.0,0.0,116507.4,373.88
CA,90454,4.05,54.83,10.58,1.93,43.68,18.39,33.51,16.8,5.42,90454,100.0,24971,75.99,0.49,10.1,20.57,23.3,13.91,25699,7842,6065,9881,7329,5246,5079.0,5097,24460,27.5,25.38,48.77,6.16,14.33,50.57,29.44,19.62,29.42,13.13,9.79,42.87,16.19,13.12,4.31,55.63,47.16,60.35,63.49,46.33,53.92,9449,12.5,24239,17.5,28.64,40.16,57.02,4.69,7.68,10.76,15.28,58.36,16.67,27.96,23.55,4.02,3.87,4.21,54.77,35.26,62.79,2,916,96.06,56.84,10.59,36.14,1955,8.07,1.27,86200,108000,133600,47400,371,477,586,215,549,34.8,27.1,13.2,39,82,26.8,48.01,54.33,91.3,92.7,126.0,129.95,105.0,108.29,180000.0,185639.7,1428.6,129.9,80.05,24.6,59.52,12.7,3.17,75.4,12.0,8.0,97.8,10.5,8588.5,6.38,65.0,15283745.0,83.33,5.0,9.52,157626.09,2169.92
TN,610337,2.66,54.84,44.01,0.79,0.73,14.78,28.77,14.25,11.02,610337,100.0,22674,75.99,0.65,25.63,26.16,11.85,13.64,27178,11682,17569,6982,11110,11761,7129.0,9393,136123,22.96,10.89,29.57,17.48,8.71,57.95,12.46,24.85,16.35,24.05,13.21,36.62,17.43,15.52,3.21,52.18,44.33,58.45,52.9,67.47,72.25,57756,11.62,8298,21.32,28.55,39.13,47.49,0.29,0.39,0.53,0.65,96.21,0.59,7.36,4.98,2.59,2.71,2.43,57.77,5.49,51.48,2,18744,92.46,55.15,12.56,34.37,1961,5.64,0.53,41100,55700,77000,35900,183,282,368,185,373,27.1,20.3,13.4,309,126,1.36,63.97,53.84,88.0,89.82,1382.0,223.27,799.0,129.08,626556.0,101223.8,453.4,223.3,76.06,67.8,32.05,0.0,0.0,32.05,120.0,12.0,183.8,265.3,2300.9,4.69,583.0,70093264.0,57.81,5.0,8.68,113239.8,1633.81
TX,58724,2.63,42.19,49.31,4.81,8.22,13.98,24.99,11.71,15.39,58089,98.92,18548,65.65,0.54,28.39,35.92,11.56,17.38,23155,9706,12939,6940,6551,4222,5299.0,6363,16344,28.12,16.7,34.55,10.0,12.78,47.42,17.69,23.08,18.56,17.46,12.31,28.73,15.36,13.95,3.23,61.16,57.16,65.77,65.58,59.48,63.92,2113,3.93,4018,12.69,17.77,28.5,41.59,0.87,1.22,1.95,2.85,84.32,3.38,8.34,5.76,2.6,2.65,2.51,66.27,6.47,56.65,2,3420,86.72,65.01,8.01,60.91,1956,9.37,0.78,19100,30400,45800,26700,130,226,297,167,320,26.9,18.1,13.5,21,1,6.84,63.61,61.64,89.39,94.5,108.0,180.29,104.0,173.62,39639.0,66173.1,367.0,180.3,66.9,82.41,14.81,2.78,0.0,17.59,6.0,9.0,117.6,80.0,734.1,1.07,57.0,5437307.0,96.3,5.0,5.56,90770.0,1644.35
FL,19505,1.99,5.58,93.87,0.22,2.11,5.94,11.44,5.61,38.78,19505,100.0,43148,51.89,1.06,68.55,54.3,2.61,28.33,58498,41358,43299,12298,20281,22517,11901.0,11269,1194,6.19,3.29,11.17,38.01,2.99,40.52,5.58,23.47,5.1,37.37,8.59,16.03,10.01,9.37,2.42,71.15,67.01,78.0,70.77,65.51,65.09,178,0.89,1171,11.19,16.23,23.83,28.44,0.67,0.97,1.43,1.71,93.46,1.08,1.43,0.9,1.97,1.98,1.9,79.16,1.38,57.29,2,5497,64.1,78.44,0.15,26.18,1973,2.16,0.07,153200,252600,484200,331000,293,463,637,344,543,26.4,22.6,12.3,0,10,6.0,10.07,54.53,71.99,75.92,490.0,2268.83,309.0,1430.75,182952.0,847117.69,373.4,2268.8,95.17,90.82,2.04,6.53,0.2,8.78,29.0,5.0,55.1,11.4,1718.2,0.24,406.0,24293360.0,63.06,10.0,5.92,1124848.88,541.74
CO,74625,2.68,0.99,90.64,3.69,11.48,13.46,28.67,12.36,4.43,74623,100.0,36716,90.93,0.78,43.46,11.99,3.17,9.57,41945,15456,15776,15034,10999,14142,10539.0,11012,4897,6.62,3.0,11.6,23.76,4.19,77.03,16.55,19.46,12.1,28.8,11.23,27.06,15.41,13.38,3.17,77.78,76.3,87.56,75.13,68.34,76.69,815,1.77,3153,18.27,23.98,31.21,44.05,0.77,1.01,1.32,1.86,90.77,1.77,4.17,2.98,2.67,2.88,2.28,70.31,2.61,41.24,3,2040,93.17,65.23,0.39,26.18,1978,1.67,0.13,70300,85700,102000,31700,341,418,520,179,477,24.2,23.1,11.8,12,0,4.23,47.72,43.33,65.11,86.32,105.0,118.84,87.0,98.47,49729.0,56283.8,473.6,118.8,98.25,92.38,0.95,4.76,1.9,5.71,7.0,11.0,74.3,27.8,2688.6,3.42,45.0,8323015.0,82.86,0.0,6.67,94200.8,320.3
